LON,LAT,EDO,CLAVE,ESTACION,nov-19
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",0.0
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",27.6
-100.5,20.2,GTO,ECBGJ,"El Cubo, Gto.",1.0
-101.2,20.9,GTO,ECHGJ,"El ChapÌn, Gto.",0.0
-101.366667,20.733333,GTO,ECNGJ,"El Conejo, Gto.",0.8
-101.688056,21.173333,GTO,EPLGJ,"El Palote, Gto.",22.6
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",16.0
-101.265,21.012222,GTO,GTOGJ,"Guanajuato, Gto.",17.7
-101.25,21.016667,GTO,GUANAJUATOob,"Observatorio de Guanajuato, Gto. SMN*",9.0
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",2.0
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",1.5
-100.516667,20.133333,GTO,JCRGJ,"JerÈcuaro, Gto.",0.9
-100.525833,20.610278,GTO,LADGJ,"Las Adjuntas, Gto.",16.9
-101.286111,20.861944,GTO,LAPURISIMAGJ,"La PurÌsima, Gto. SGT*",0.2
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",3.5
-101.666667,21.1,GTO,LENGJ,"LeÛn, Gto.",18.0
-100.866667,20.383333,GTO,LGVGJ,"Puente la Gavia, Gto.",25.0
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",0.0
-101.106944,21.3225,GTO,LQMGJ,"La Quemada, Gto.",3.0
-101.931944,20.504444,GTO,MABGJ,"Mariano Abasolo, Gto.",11.4
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. ProtecciÛn Civil*",5.0
-101.516667,21.633333,GTO,OCMGJ,"Ocampo, Gto.",21.0
-100.9,21.1,GTO,PDLGJ,"Puente Dolores, Gto.",0.0
-101.133333,20.516667,GTO,PERGJ,"Pericos, Gto.",4.8
-100.878333,21.105,GTO,PNLGJ,"PeÒuelitas, Gto.",3.5
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",4.3
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",0.3
-101.477222,21.809722,GTO,SANFRANCISCOGJ,"San Francisco, Gto. INIFAP*",32.2
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",9.9
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",5.8
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",1.8
-101.199444,20.565278,GTO,SLMGJ,"Salamanca, Gto.",0.0
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",3.5
-100.667222,20.051667,GTO,SLSGJ,"SolÌs, Gto.",13.0
-100.884722,20.214167,GTO,SLVGJ,"Salvatierra, Gto.",1.6
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",5.7
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",0.0
-100.677778,20.050833,GTO,SOLISBRANIFF,"Solis-Braniff (hidro), Gto. SGT*",10.8
-101.066667,20.3,GTO,SRTGJ,"Santa Rita, Gto.",0.2
-100.75,20.283333,GTO,TARGJ,"Tarimoro, Gto.",2.5
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",2.8
-100.8,20.5,GTO,TGRGJ,"Tres Guerras, Gto.",0.5
-101.182222,20.388611,GTO,VDSGJ,"Valle de Santiago, Gto.",5.0
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",1.8
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",0.9
-98.333333,21.016667,HGO,ATCHD,"Atlapexco, Hgo.",47.0
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",9.6
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",0.0
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",94.4
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",56.7
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",0.4
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",33.7
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",3.0
-99.220278,20.873333,HGO,MARMOLES,"Los M·rmoles, Hgo. SMN*",9.6
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",0.0
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",67.4
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",6.9
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",1.5
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",0.0
-99.318333,20.359444,HGO,PROJOGOMEZ,"Presa Rojo GÛmez, Hgo. OCAVM*",0.3
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",0.0
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",0.0
-98.369444,20.083333,HGO,TLGHD,"Tulancingo, Hgo.",2.5
-99.385,19.835278,HGO,TXMHD,"Taxhimay, Hgo.",1.5
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",56.5
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala-Guadalajara, Jal. SGT*",24.2
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",24.0
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",27.7
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",14.6
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",10.0
-103.726111,22.4,JAL,BCSJL,"Bocas, Jal.",59.7
-103.783611,21.830556,JAL,BLNJL,"BolaÒos, Jal.",46.5
-103.464722,19.730556,JAL,CDGUZMANob,"Observatorio de Ciudad Guzm·n, Jal. SMN*",33.0
-103.465278,19.697778,JAL,CGZJL,"Ciudad Guzm·n, Jal.",51.6
-103.201944,20.290556,JAL,CHAJL,"Chapala 1 SMN, Jal.",52.6
-105.044722,19.498611,JAL,CHAMELA,"Chamela-Cuixmala, Jal. SMN*",79.2
-104.554444,19.628611,JAL,CHFJL,"El ChiflÛn, Jal",102.6
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",20.6
-103.25,22.133333,JAL,CLTJL,"Colotl·n, Jal.",60.1
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",15.0
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",84.1
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",16.2
-105.05,20.583333,JAL,CULJL,"Cuale, Jal.",20.0
-102.85,21.133333,JAL,CUNJL,"La CuÒa, Jal.",28.1
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",55.9
-104.285278,19.845833,JAL,ELCJL,"El Corcovado, Jal.",9.7
-102.7075,21.043611,JAL,ELSALTO,"El Salto, Jal. SGT*",18.9
-103.333333,20.733333,JAL,EXPJL,"La Experiencia, Jal.",21.2
-103.39,20.71,JAL,GUADALAJARAob,"Observatorio de Guadalajara , Jal. SMN*",62.8
-103.373889,20.672778,JAL,GUAJL,"Guadalajara Centro, Jal.",62.2
-103.4,20.7,JAL,GUCJL,"Guadalajara los Colomos, Jal.",75.0
-104.497222,19.238333,JAL,HIGJL,"Higuera Blanca, Jal.",52.6
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",34.0
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",24.0
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",29.5
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",61.6
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",51.2
-105.206667,20.728611,JAL,LDBJL,"La Desembocada, Jal.",18.5
-103.12,20.18,JAL,LDCJL,"Lago de Chapala, Jal.",46.9
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",28.6
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",28.6
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",50.0
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",31.7
-103.361667,20.583889,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",23.6
-104.105833,21.196944,JAL,PLYJL,"La Yesca, Jal.",26.0
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",24.0
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",41.8
-105.133611,19.998611,JAL,RIOTOMATLAN,"RÌo Tomatl·n, Jal. SMN*",14.7
-102.716667,20.4,JAL,RIOZULA,"RÌo Zula, Jal. SGT*",64.0
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",29.3
-103.733333,20.916667,JAL,SANTAROSACFE,"Santa Rosa, Jal. CFE*",65.9
-101.85,21.35,JAL,SAUCEDACFE,"Sauceda, Jal. CFE*",32.0
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",42.5
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",30.2
-103.705556,20.908889,JAL,SRSJL,"Santa Rosa, Jal.",83.0
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",23.0
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",9.8
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",48.0
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",51.4
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",40.0
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",29.5
-103.183333,20.15,JAL,TUXCUECA,"Tuxcueca, Jal. SGT*",27.0
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",44.5
-103.366667,20.716667,JAL,ZPPJL,"Zapopan, Jal.",48.5
-103.05,22.05,JAL,ZPTJL,"El Zapote, Jal.",12.0
-102.729444,20.395278,JAL,ZULJL,"Zula rÌo, Jal.",8.7
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",30.3
-99.440556,18.861389,MEX,ALAMEDA1,"Alameda 1, MÈx. FENIX*",5.9
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Mex. SMN*",13.2
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",3.5
-98.912222,19.543611,MEX,ATEMX,"Atenco (RÌo Xalapan), MÈx.",2.5
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",53.9
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de bombeo Barrientos, MÈx. SACMEX*",2.3
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, Mex.",4.5
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",53.5
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",28.7
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",25.9
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",29.5
-98.888611,19.494167,MEX,CHAPINGO,"Chapingo, MÈx. SGT*",2.5
-99.4675,18.795833,MEX,CHDMX,"Ciudad Hidalgo, MÈx",20.4
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, MÈx. SACMEX*",5.6
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÈx. SACMEX*",11.4
-100.116667,19.2,MEX,CHIMX,"Chilesdo, MÈx.",79.4
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",18.0
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",26.5
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",4.5
-99.631667,19.292222,MEX,COBMX,"Observatorio de Estado de MÈxico, MÈx.",61.2
-100.183333,19.101667,MEX,COLMX,"Colorines, MÈx.",30.8
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",10.5
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",35.3
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",18.6
-98.916944,19.578889,MEX,GRDMX,"La Grande, MÈx.",15.9
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",18.0
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",7.0
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",112.4
-98.978611,19.357778,MEX,LOSREYES,"Los Reyes, MÈx. UNAM*",20.4
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",14.0
-99.711111,19.636667,MEX,MLLMX,"Santa MarÌa del Llano, MÈx. SGT*",43.4
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, MÈx. UNAM*",12.8
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",37.3
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",7.9
-99.420833,18.990833,MEX,OCUMX,"Ocuil·n de Arteaga, MÈx",47.1
-99.254722,19.429722,MEX,PALMASDF,"Palmas, MÈx. SACMEX*",18.5
-99.175,19.575,MEX,PBTMX,"Planta Barrientos, MÈx.",2.3
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",11.4
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",6.5
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",5.6
-99.611667,18.903333,MEX,PDZMX,"Porfirio DÌaz, MÈx.",30.0
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",14.0
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",44.4
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",19.8
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",8.0
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",10.0
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",21.0
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",4.0
-99.213333,19.408333,MEX,PTLMX,"Presa Totolica, MÈx.",33.8
-99.603333,19.213333,MEX,RECMX,"RectorÌa, MÈx.",70.1
-98.911111,19.530556,MEX,SADMX,"San AndrÈs (Texcoco), MÈx.",5.1
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",68.0
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",67.3
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",12.5
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",70.5
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",109.0
-99.285,19.574444,MEX,SNJMX,"San Juan, Mex.",5.2
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Mex.",16.2
-99.8,19.333333,MEX,TBRMX,"Tres Barrancas, MÈx.",75.5
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",25.3
-98.900833,19.443611,MEX,TJCMX,"El Tejocote, MÈx.",35.8
-99.195,19.538611,MEX,TLALNE,"Tlalnepantla, MÈx. UNAM*",5.6
-100.022778,19.904444,MEX,TM2MX,"Temascalcingo, MÈx.*",8.4
-99.283333,19.453889,MEX,TOTMX,"Totolica, Mex.",33.8
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",63.3
-100.283333,19.1,MEX,TROMX,"Trojes, MÈx.",35.3
-99.283056,19.4525,MEX,TTLMX,"Totolica (hidro), MÈx.",17.1
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Mex.",4.0
-99.196111,19.403611,MEX,VALLEDEBRAVO,"Valle de Bravo, MÈx. SGT*",79.6
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",6.4
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",38.9
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",34.8
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",69.7
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",4.7
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",131.9
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",13.4
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",15.0
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",37.5
-101.459167,20.319444,MICH,CBLMC,"Casa Blanca, Mich.",8.0
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",38.1
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",37.5
-102.774167,19.287778,MICH,CHLMC,"ConstituciÛn de Apatzing·n, Mich.",8.0
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",2.0
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",20.2
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",10.3
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",57.5
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",34.8
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",6.5
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",73.9
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",2.7
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",81.6
-101.626667,20.248889,MICH,LANMC,"Los ¡ngeles, Mich.",3.0
-101.940833,20.038333,MICH,LDFMC,"Laguna del Fresno, Mich.",10.2
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",0.0
-102.751389,20.146667,MICH,LPAMC,"La Palma, Mich.",101.6
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",13.8
-102.9,18.8,MICH,LPNMC,"Los Panches, Mich.",24.1
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",4.2
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",0.7
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",30.8
-101.461389,20.323333,MICH,MKZMC,"Markazuza, Mich. SGT*",7.4
-102.2,17.899167,MICH,MLCMC,"Melchor Ocampo L. C., Mich.",21.0
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",14.1
-100.277778,19.670833,MICH,MMONARCAI,"Mariposa Monarca 1, Mich. SMN*",36.0
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",32.7
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",3.5
-101.176111,19.688611,MICH,MORMC,"Morelia, Mich.",19.5
-100.879167,19.835556,MICH,MPSMC,"MalpaÌs, Mich. SGT*",8.2
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",16.5
-102.325,19.964167,MICH,ORAMC,"Orandino, Mich.",23.9
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",9.0
-102.431389,20.303056,MICH,PJARIPO,"Presa Jaripo, Mich. SGT*",88.6
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",21.1
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",62.7
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",39.2
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",97.0
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",22.0
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",26.0
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",44.0
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",20.8
-100.229167,20.000556,MICH,TEPUXTEPECF,"Tepuxtepec, Mich. FENIX*",23.6
-100.299167,19.766389,MICH,TMUMC,"Tercer Mundo, Mich.",51.6
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",55.0
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",19.4
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",3.0
-102.242222,20.339444,MICH,YURMC,"YurÈcuraro, Mich.",16.4
-102.284167,20.006667,MICH,ZAMMC,"Zamora, Mich.",58.3
-102.316667,19.983333,MICH,ZAMORAob,"Observatorio de Zamora, Mich. SMN*",27.2
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",9.0
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",37.0
-100.828611,19.860278,MICH,ZINMC,"ZinapÈcuaro, Mich.",1.5
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",5.4
-99.265833,18.735,MOR,ALUMR,"Alpuyeca, Mor.",2.8
-99.4,18.6,MOR,AMCMR,"Amacuzac, Mor.",10.0
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",2.3
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",12.5
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",20.5
-99.267222,19.028333,MOR,CBTMR,"Centro de Bachillerato T.A. 154 Huitzilac, Mor.",42.1
-98.9,18.8,MOR,CUAMR,"Cuautla, Mor.",17.4
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",22.5
-99.233333,18.933333,MOR,CUERNAVACAob,"Observatorio de Cuernavaca, Mor. SMN*",23.8
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",20.0
-99.273611,18.503889,MOR,EZPMR,"Emiliano Zapata, Mor.",2.5
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",0.1
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",13.0
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",24.6
-99.015833,19.028889,MOR,HUIMR,"Huitzilac, Mor.",47.7
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",1.0
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",41.3
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",24.3
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",53.1
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",1.0
-98.916667,18.683333,MOR,LCUMR,"La Cuera, Mor.",10.2
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",0.0
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",17.1
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",0.0
-99.258333,18.734722,MOR,OACMR,"Oacalco, Mor.",10.0
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",19.6
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Morelos, Mor.",28.3
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",33.3
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",0.0
-99.156944,18.771111,MOR,PROMR,"Progreso (IMTA), Mor.",36.6
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",25.5
-98.936111,18.541389,MOR,SHUAUTLA,"Sierra de Huautla, Mor. SMN*",4.0
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",41.2
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",0.0
-99.2,18.9,MOR,TEMMR,"Temixco, Mor.",52.0
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",18.0
-99.1,18.794167,MOR,TICMR,"Ticum·n, Mor.",10.0
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",3.0
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",62.1
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",41.5
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",0.7
-98.92,18.9875,MOR,TOTMR,"Totoloapan, Mor.",30.4
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",50.6
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",0.0
-99.248611,19.050556,MOR,TRESMARIAS,"Tres MarÌas, Mor. SMN*",41.8
-99.188333,18.521111,MOR,XICMR,"Xicatlacotla, Mor.",0.0
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",0.5
-99.1,18.9,MOR,YAHMR,"Yautepec, Mor.",16.9
-99.200833,18.636667,MOR,ZCTMR,"Zacatepec, Mor.",0.0
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",8.4
-105.403333,22.479444,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",3.5
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",9.1
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",8.1
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",105.2
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",29.0
-106.536944,21.629722,NAY,ISLASMARIASmar,"Islas MarÌas, Nay. SEMAR*",35.5
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",97.0
-105.341667,22.558333,NAY,LESNR,"La Estancia, Nay.",4.0
-105.330556,22.221111,NAY,MARISMAS,"Marismas Nacionales, Nay. SMN*",4.8
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",10.4
-105.211667,22.119722,NAY,ROMNR,"Rosa Morada, Nay.",3.5
-104.8,21.8,NAY,RSRNR,"Reguladora San Rafael, Nay.",35.6
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",3.6
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",12.6
-104.893056,21.489167,NAY,TEPICob,"Observatorio de Tepic, Nay. SMN*",38.0
-104.891944,21.489444,NAY,TEPNR,"Tepic, Nay.",50.5
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",15.3
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",15.3
-100.011944,25.272778,NL,AL2NL,"Allende Dos, N. L.",95.5
-100.134444,27.24,NL,ANHNL,"An·huac, N.L.",19.5
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",7.1
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",0.0
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",22.1
-99.579444,24.876111,NL,CAMACHO,"Camacho, N.L. SGT*",11.5
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",21.9
-100.276111,25.801389,NL,CANADAS,"El Canad·, N.L. SAHM*",6.3
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",7.3
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N. L.",12.1
-99.276944,25.711667,NL,CCHNL,"Cuchillo-Solidaridad, N.L.",44.5
-100.172222,25.952222,NL,CDFNL,"CiÈnega de Flores, N.L.",2.0
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",9.0
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",13.8
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",22.4
